file,orgao,edital_numero,cargo,banca,vagas_total,vagas_pcd,vagas_ppiq,taxa_inscricao,data_prova,confidence,issues
edital-de-abertura-de-10-de-fevereiro-de-2026-concurso-publico-para-provimento-de-cargos-de-professor-da-carreira-de-magisterio-superior-686793927.json,Órgão: Ministério da Educação/Fundação Universidade Federal de São João Del Rei/Pró-Reitoria de Gestão e Desenvolvimento de Pessoas,10 DE FEVEREIRO DE 2026,"DE PROFESSOR DA CARREIRA DE MAGISTÉRIO SUPERIOR
A Fundação Universidade Federal de São João del-Rei - UFSJ, por meio da Pró-Reitoria de
Gestão e Desenvolvimento de Pessoas - PROGP, torna público o presente Edital de Abertura para a
realização de Concurso Público de provas e títulos, destinado a selecionar candidatos para o cargo de
Professor da Carreira de Magistério Superior da UFSJ, de acordo com o disposto na Lei nº 8.112/1990, Lei
nº 12.772/2012, Lei nº 13.709/2018, Decreto nº 8.259/2014, Decreto nº 9739/2019, Lei nº 15.142/2025 e
ao Decreto nº 12.536/2025, Resolução CONSU/UFSJ nº 016/2021, Resolução CONSU/UFSJ Nº 01/2022 ,
com validade de um ano, podendo ser prorrogado por igual período.
1. DAS CONDIÇÕES PRELIMINARES DO CONCURSO
1.1 O presente concurso será executado pela Universidade Federal de São João del-Rei - UFSJ e
regido por este Edital de Abertura, seus anexos e eventuais retificações, que estarão disponíveis portal
público do Sistema Integrado de Gestão de Recursos Humanos (SIGRH) da UFSJ, pelo endereço eletrônico
https","1 ponto por banca, até no máximo de 3
Monografia/ Conclusão de curso
bancas
TOTAL 100/10
ANEXO IV
CPD 002/2026
Unidade",6,,3,"R$ 124,38",,0.85,banca_messy
